,tweets
5244,"- tw // police brutality
-
-
-
i can't believe some people are trying to justify a killing of a literal child. y'all are truly sick"
5245,Stop invoking the names of the victims of police brutality after voting to keep the NYPD funded challenge https://t.co/1KfdBlFqUV
5246,I’m so tired of people posting the videos of police brutality victims on IG. It makes me sick.
5247,"It’s just time to pack up and leave Amerikkka at this point! Things are getting scary! More shootings, more police… https://t.co/81m6GwHalc"
5248,It absolutely breaks my heart that people are still justifying police brutality and racism.
5249,"tw // murder, police brutality, death https://t.co/dYHJGq2brC"
5250,"tw // police brutality child murder death 

a mother lost her child because an ignorant cop could wait more than an… https://t.co/QXnEnmRwEt"
5251,EveryDAY my students amaze me! I had a student come to me and ask can we facilitate a conversation about BLM and po… https://t.co/AWJ0iGaCGf
5252,i mean .... most of the protests are around police brutality in general. stop using people’s deaths to fit your age… https://t.co/BHx5TWn2T3
5253,"Adam Toledo, only 13 years old has become the latest victim of police brutality in the USA. The land of the Free. W… https://t.co/j6XEqSqA5m"
5254,tw police brutality tw shooting tw death https://t.co/qXplAwbVc6
5255,@andrewkimmel To them a protest against police brutality is a threat to our democracy.
5256,"//tw gun violence, police brutality 

This is disgusting on so many levels... 🤬 https://t.co/vIZNsrQhBr"
5257,"whoops, forgot to check in with this post. judge said we’re not allowed to discuss what happened but the presence o… https://t.co/flXISihyhf"
5258,@Invasionof_Bday Much preferable to have a black woman react the way she wants to in response to systemic brutality… https://t.co/V695FAtHbO
5259,"// death, murder, police brutality https://t.co/kEKDqGT71m"
5260,These are the same people okay with police brutality and mass shootings https://t.co/BOAsju7cGm
5261,Police brutality against blacks might take another full evolution cycle for it to decrease by half
5262,I wanted to make a difference in the world. I really did. I really thought I be able to change the dynamic of polic… https://t.co/WBn5XVNt4h
5263,"police brutality //

Fuck you. https://t.co/roF2kwGkTK"
5264,looks like police brutality is still trending after 70 years! https://t.co/mj96Q3PnrF
5265,"Believe the Victims when it comes to Rape, Harassment, Child Abuse, Molestations, and Police Brutality. 

But appar… https://t.co/L19StYnhyH"
5266,“We interrupt this broadcast of the Daunte Wright protests which interrupted the George Floyd trial to bring you a… https://t.co/3EaAAsFV1c
5267,"// police brutality, death

if you really think a 13 year old deserved to be killed and ""held accountable for his a… https://t.co/MT9brm0YZd"
5268,"don’t try to tell me police brutality dont fucking exist when all this is happening, im gna need u to get ur head out of ur ass"
5269,#GeorgeFloyd killing exposed #police brutality &amp; will lead 2 justice- In #Pakistan #RaoAnwar brutal cop in protecti… https://t.co/XCZvECCgse
5270,"TW // POLICE BRUTALITY

so when will we stop making excuses for white officers that purposely k!ll black people and… https://t.co/Wzpr7a18Z3"
5271,When will police brutality end in Nigeria fr??? 😭😭😭
5272,joe biden should starting doing insane gaffs like trump used to do to break up the police brutality and mass shootings
5273,@MSNBC We live in the USA. He wasn’t American. We don’t care about his funeral. He was 99 yrs. There has been sever… https://t.co/rv3xBiwwQQ
5274,"tw // police brutality , gun violence , gun shooting https://t.co/Mjn1fTZaVc"
5275,"// police brutality , guns
-
#AdamToledo https://t.co/13mIH332cA"
5276,"// police brutality
.
.
not that theyll ever get condoned but cops cant even make good excuses when it comes to ""ac… https://t.co/Rd3L92ndM4"
5277,police have killed civilians in multiple cities today and we're not even halfway through the day. they don't have t… https://t.co/HNdSQT7MjC
5278,"@damianjpenny @CathyYoung63 Police do disproportionately kill black people, but we often forget a plurality of thei… https://t.co/qJRLLi4Zi7"
5279,"@TheToppiest @amberxrosy they weren’t bullying them though, they were trying to inform them on what was occuring an… https://t.co/JKSW3u2HdV"
5280,only cops should be included in police brutality discourse
5281,"Things keep getting worse in nigeria.. the hike in prices of literally EVERYTHING, police brutality, its just so si… https://t.co/esnXw0VdMa"
5282,"@TheDailyShow The good cops are fired for interfering with police brutality. Cariol Horne, thank you for jumping in… https://t.co/kMfTCF0PkM"
5283,"// police brutality

he was a CHILD!! he was a fucking child who didn't have the power to defend himself against so… https://t.co/vnz62maahi"
5284,"I wish more blacks would boycott TF out of new black movies that center on slavery, police brutality, and racism 😒"
5285,"// police brutality , gun violence , shooting https://t.co/RxjV25AW7k"
5286,"TW// police brutality, g*n violence

Yesterday a 13-year-old named Adam Toledo was shot in the chest and killed by… https://t.co/AsKp49aOoy"
5287,"""Uniquely Anglo-Saxon political traditions"" The USA was formed by invaders and immigrants. 
The entire of the ""Hist… https://t.co/uO93CKI3W2"
5288,"@50nsexy2014 No argument from me. I based my assumptions on everything else in America. Thinking about it, there's… https://t.co/y2xUl1hfbJ"
5289,"tw // police brutality

.
.

this!! https://t.co/FHCMIxpeAk"
5290,Every african American male that was brutally murdered by police over force of brutality.. needs justice. It’s craz… https://t.co/SiGAjwx7Qh
5291,"15 million naira, for what exactly? Did they see you transact business with ritualists? Police brutality has to sto… https://t.co/hnivtAce6l"
5292,@gabesrealGCE @k_h_i2021 @b0gchamp @JoshuaPotash So then the problem is police and police brutality happening in si… https://t.co/W5IubyuRel
5293,"police brutality, murder //

cops Simply do not respect human life, Especially the life of people with mental healt… https://t.co/9iUpW4TTk2"
5294,"@BigBrads77 Constantly tryna keep up down, want us to be full of nothin but anger and depression.. actin like our s… https://t.co/b4VP85Tw6v"
5295,"police  brutality  /

it’s  not  like  his  parents  could  have  stepped  in  and  Stop  the  bullet  ... https://t.co/C76dqbp84M"
5296,"tw // police brutality 

.
.
lindani myeni, a black south african man who had only been living in honolulu for 3 mo… https://t.co/VUUB2hYCYP"
5297,"TW//police brutality//

my dad goes to me,
it seems like cops killing black ppl is the new form of lynching and i j… https://t.co/BpC3EZZGGR"
5298,@JMitchellNews @MississippiCIR So sad. It breaks my heart to lose so many brothers and sisters to police brutality.… https://t.co/Qj53tWQBYD
5299,"@Z7xYddU9PDauXil @youngin7ncharge @DuneHigh @Bakari_Sellers Do you want police brutality to end?
Regardless of colo… https://t.co/71X88fhL6Z"
5300,how is it that conservative politicians and media pundits don't believe that the police are ever in the wrong in th… https://t.co/DMR1Gtozzu
5301,sick of there being 50 fucking cop shows and none addressing police brutality
5302,@Z7xYddU9PDauXil @youngin7ncharge @BugbearDruid @DuneHigh @Bakari_Sellers So you're saying the police brutality and… https://t.co/zMY16V2SRf
5303,"Boston-based activist, @jamarhlcrawford, says Mayor @Kim_Janey's efforts to stand up the police accountability task… https://t.co/ijiO4gh9GL"
5304,"tw // police brutality, murder

does it make you feel good john? does it give you some kind of morality boost? does… https://t.co/HqR080ZNqB"
5305,I'm not having convos about racism &amp; police brutality with yt people. There's nothing to discuss. Period.
5306,"No negotiation. Stop the police brutality, murder, treating ppl with cruelty. We are all citizens worthy of respect… https://t.co/7uinH59y6z"
5307,"us: advocates for the end of police brutality against black &amp; brown people

them: cops kill white people too!!! https://t.co/IIZDjbpsM3"
5308,"tw // death, gun violence, police brutality https://t.co/s3wD9RjEzj"
5309,"-Receiving lectures in an unfriendly
  environment i call a classroom 
-Earning less than €70 monthly as a
  casual… https://t.co/YZ0CzYCm99"
5310,"people claim that SJWs and ACAB are disrespecting cops so much that that’s why they’re executing ppl, including chi… https://t.co/HMBbXIhTjY"
5311,"TW: police brutality

I’m actually terrified that my girlfriend is gonna get killed by the cops or at the very leas… https://t.co/48JK8g1i0P"
5312,"ppl / industries funding off of police brutality, racism, and injustice 👎🏾👎🏾👎🏾👎🏾👎🏾👎🏾 https://t.co/Fr5t9I844U"
5313,@Zoo123416 @Cms20024 @va_why @NorfolkPD now you've lost me..the riots/protests(each side has their own version)was… https://t.co/rHxLTlnNbs
5314,@Goss30Goss The people who don't care about the Welfare of Americans came up with the title as a way of dividing us… https://t.co/DZoAdzwGw1
5315,@Complex This will make police brutality so ✨✨A E S T H E T I C ✨✨
5316,"@naninizhoni @AnikaFreeindeed Can you share specific examples of what you mean by cultural reform, parenting reform… https://t.co/MQCXWMVqSS"
5317,Mexican security forces’ discretionary and disproportionate use of force has increased in the context of Mexico’s w… https://t.co/JEeGhfceQQ
5318,"TW // violence against a minor , racism , police brutality 
.
.
.
.
.
.
.
.
.
.
.
.
.
. https://t.co/MyR5EbdayF"
5319,"Methinks I need to make a BLM call out video. At first it was laughable, how they claim to be Marxists but are now… https://t.co/iX44xh24Kk"
5320,"tw // murder , death , shooting , police brutality https://t.co/rS7jHsvjDP"
5321,"tw // police brutality , shooting , gun violence 

this makes me feel so sick.. this kid did not deserve to die, th… https://t.co/r7lrXpeILC"
5322,"//⚠️tw: death, brutality 
-
-
-
-
-
Please take a moment to read this. #AdamToledo was a 13 year old boy shot by th… https://t.co/yB3VLzgXfA"
5323,The Blue Wall of Silence Is Starting to Crack https://t.co/L1wGmyJSAu
5324,"tw // police brutality

It doesn’t matter if the kid wasn’t innocent or not. At the end of the day he was UNARMED!… https://t.co/te3NC4XFeY"
5325,@TheDailyShow White families have “the talk” too in America. I got it when I got my license from my mom and dad. I’… https://t.co/3TeomfTgOU
5326,@intaminblitz 100% agreed + i think this seems like bad timing too considering the recent occurences of police brut… https://t.co/xTE5vN69tN
5327,"Books about racism and police brutality were among the titles that some parents, library patrons and school board m… https://t.co/krL5sQFKcI"
5328,police brutality / death https://t.co/RJQVTsSaJ1
5329,"tw// death, police brutality
-
-
-
-
wait why am I seeing people defending and trying to justify the police killing… https://t.co/BTB3OfP3jm"
5330,"@notmybagman ""Police Brutality Reforms: Defunding and divesting money away from the police are rated as the least f… https://t.co/2gYHShUxDF"
5331,"It's been 100 days since a Capitol police officer stepped forward and gunned-down #AshliBabbitt, an unarmed 14 year… https://t.co/QtRhVmqvWx"
5332,The frat boy mentality that was allowed to run rampant (and fostered with this 'thin blue line' crap) in police org… https://t.co/pJbFJwMN1S
5333,@youngin7ncharge @BugbearDruid @DuneHigh @Bakari_Sellers This is my point. The trend is that people want to push th… https://t.co/mWEddQlI3u
5334,@Oldohteebastar1 @RennisGotBars @FatimaMarianne @jessiexjo Wait? When did I say you were liberal?  Why are you putt… https://t.co/HcxdxzxCoF
5335,"@GG63051100 @SanityLivesHere @RealCandaceO You’re saying black people didn’t comply in the 50’s, 60’s, 70’s, etc? B… https://t.co/dlT8OEq6eh"
5336,"So many reasons to be angry lately, but this week's FO Pod episode covered one you may not have heard of before - I… https://t.co/RHk6DlLov7"
5337,"So many incidents of police brutality, including murders but also those that traumatize, incarcerate people, are in… https://t.co/hDxw8ahvC5"
5338,"i promise ur faves and interests can wait, spread the information about adam toledo, daunte wright and all those af… https://t.co/zHTY0OXyjE"
5339,@RoArquette We can be outraged about police brutality. Lets also be outraged by the violence and death in the citie… https://t.co/WQzHuvcJuL
5340,"@bobpockrass Man, I was wondering what a mediocre NASCAR driver had to say about racial justice and police brutalit… https://t.co/NcFnEyBCSd"
5341,@justintrouble22 @agentbizzle Please tell.. how has it been much better if we are still dealing with police brutali… https://t.co/YX7crt07kE
5342,they put a pause on the J&amp;J vaccine faster than you could say “Covid” and yet nothing has been done to stop the bru… https://t.co/jcE1dePQTa
5343,"tw // police brutality, gunshot 

if u watch this please look out for the gunshot sounds it’s a little graphic so p… https://t.co/RuAPEYLvNU"
5344,"tw// police brutality

those of you that are going out of your way to justify the cops killing of adam toledo are d… https://t.co/SywHkcz0Xn"
5345,"// police brutality 

nothing can justify a cop’s killing before due process. these people are supposedly trained t… https://t.co/SdLaBjyea9"
5346,"// police brutality , death , murder 

don't sign if youre not from the US !!!! https://t.co/0XTkSuikAx"
5347,@horrorwhore666_ @david_vonmering ?? Okay are you talking about civilian gun rights? Police brutality or just runni… https://t.co/fpfEM7GXvB
5348,"Seeing the constant police brutality (on top mass gun violence, climate change, lack of healthcare, rising costs of… https://t.co/WhMxtu5sVo"
5349,"// police brutality , death https://t.co/Q4FibbjIgd"
5350,"tw // police brutality 

“most of us are minors dont pressure us into talking about this” a boy, younger than YOU,… https://t.co/OhmNvZ3t7C"
5351,stop trying to defend this type of behaviour. if you think this okay even in the slightest youre contributing to th… https://t.co/9HBiBwowCU
5352,"@chris_notcapn Awwh look at his little God complex, fucking hell I hate cops. They wonder why no one likes them. Go… https://t.co/D8qsFgpyS4"
5353,"tw// police brutality

i have no idea what to do about this im fucking scared 

why is it always BIPOC??? adam was… https://t.co/HZawUryOO2"
5354,"It’s displayed in its own room, a quiet place to reflect on the brutality of a post-slavery America. 

There’s just… https://t.co/OcykCcaKTE"
5355,"tw // police brutality , murder , shooting

this is so fucked up. so so fucked up. https://t.co/j9XFxLrRga"
5356,"tw // police brutality, death 

also the fact that there is less than a second from the cop telling #AdamToledo to… https://t.co/CKNpNlIzFA"
5357,My heart aches every damn time I come on this app. A new kid/BIPOC life is taken by police brutality. A constant cy… https://t.co/q99qlxMaQh
5358,Seeing all this abt Adam Toledo has made me realize that I actually may/can be affected by police brutality and the… https://t.co/gLgGlQF4cT
5359,If you don’t think there’s a plan behind all these sudden mass shootings cropping up again and police brutality inc… https://t.co/hYPbDdXiqy
5360,@az_rww There is a police brutality protest going on down town that yesterday the county shut down offices for. The… https://t.co/EVQcGcU5Gq
5361,Its been 48 Hrs @ShamsAmjadJI's brother Najmuddin is languishing in Lahore's Model Town Police Station lock up with… https://t.co/flU8xaynCt
5362,"tw // police brutality, death https://t.co/67JJm3amOV"
5363,@Megawatts55 Is it wrong to say that I’m glad it was a white woman? That maybe if more white women experience polic… https://t.co/qYTVX3AQ9S
5364,"Hopefully you people will also highlight this brutality of police.
@NidaKirmani @ammaralijan @ammarmasood3 https://t.co/53un3BHHkf"
5365,"// police brutality , murder , death of a minor https://t.co/piJH1zi4mY"
5366,"Tense but peaceful protests against police brutality continued outside of the Brooklyn Center Police Department, in… https://t.co/9MzABqkcpq"
5367,"cw/ police brutality
One of the cops who was involved in the murder of Breonna Taylor is trying to profit off her n… https://t.co/JhnFE9R6oc"
5368,"tw / death police brutality 

here are ss from the washington post that summarize what happened to adam toledo (my… https://t.co/IP9Zf93btC"
5369,"tw // police brutality 

man i thought kim potter was a newbie officer but finding out she’d be on the force for 26… https://t.co/XM6zLy2nHD"
5370,"// police brutality, murder, gun violence, shooting, racism, death
-
-
-
-
-
A thread of threads on the injustice t… https://t.co/XshERUqKfP"
5371,"tw // police brutality , guns , death https://t.co/Uswz8w6c8I"
5372,"tw police brutality gun violence

a thirteen year old boy was murdered in cold blood by the people he looked up to,… https://t.co/VOhfm0Ezhc"
5373,@ArhimedB @BlackIrishI @Bear12Lm @AaronLeeHudson @RealSaavedra and the protests are never about one thing. a death… https://t.co/yKfWRuM7Em
5374,Journalists Should Stop Relying on Cops’ Lies https://t.co/rnwMM5xET3
5375,how does this serve to educate people on police brutality without throwing black trauma back in black people’s faces
5376,"@thehill Jeez. Murdering a 13-year-old kid, pepper-spraying a Black veteran, and now brutalizing the elderly? Polic… https://t.co/tcpOiPW5CD"
5377,"tw/ death and police brutality 

take the time to share this https://t.co/NCs121CXbs"
5378,"Police brutality , shooting // 

This is the story about Adam Toledo. There is also a video going around of him bei… https://t.co/JnkgiDofjd"
5379,"@naptimeanarchy @QueerNoOrgans @ElectronicBolo he has a ton of letters and statements over the past 20 years, I don… https://t.co/rEg5Fuybkm"
5380,"@LamranaAmadu Beating and molesting of female citizens then charging them of riotous conduct !!!!!

Police brutalit… https://t.co/O5guRpscmx"
5381,breaking: new studies show it is possible to care about more than one thing at a time. you don’t need to throw one… https://t.co/ch4PGltXh9
5382,"@nycsouthpaw I was just saying to know one, ""you know who we need to hear from about racism &amp; police brutality, Dog… https://t.co/vtSlhGHPFg"
5383,Trans women and police brutality through history  https://t.co/RuECMPS0SL
5384,"Racism &amp; violence are built into America’s policing systems from Southern slave patrols, to Western vigilantism, to… https://t.co/i4BYaxxz3N"
5385,one of the major reasons why local governments don't confront police brutality is that elected officials have good… https://t.co/OS3ejPs67g
5386,@TheNathanNS They already make a mockery of police brutality ever since GTA: SA so I wouldn't be surprised if they put it in there
5387,"Trevor Noah,  speaking truth to power, asks why 'good' cops aren't speaking out against racist violence.… https://t.co/QstqFbkef5"
5388,"tw// police brutality , death
-
-
-
-
- https://t.co/aMOhzwcDXP"
5389,Where are the black love/comedy movies at? Can we get another ‘Love Jones’? Another ‘Think Like A Man’? Another ‘Be… https://t.co/Jyp6IZaCdw
5390,"police brutality , racism , death //

spread his face, his name, his identity. please please don't let him stay ano… https://t.co/dC2XXnil3u"
5391,"tw // sexual assault , police brutality
words cannot express how angry and scared I am right now https://t.co/Ysb9DG04ga"
5392,Officer to commit an assault and mentally abuse me and your psd covering up for him and like others crimes.. this i… https://t.co/Puu1P8V2mf
5393,@damianjpenny @CathyYoung63 Denying police brutality happens against the largest demographic of those affected is a… https://t.co/VfgvqFS8TF
5394,I’ve decided to start offering a “pay what you can” pricing tier for all members of marginalized communities. I kno… https://t.co/zLs67pWFVg
5395,"tw // police brutality , racism 

the cops don’t care if they’re compliant, if it’s brown skin they’ll find any way… https://t.co/bmieMJT5Vr"
5396,@TheDublinDon @Pdog119 @WuTang4Prez @AncapDawg So neocons dont protest police brutality because they think if they… https://t.co/pc7I2Aqziu
5397,"tw // brutality, murder

hey mcyt is cool but yk whats cooler?
retweeting and taking time to read Adam Toldeo’s sto… https://t.co/98xOl1R0gm"
5398,@Kare11 can you please turn the volume up on your feed of this Members of Families Supporting Families Against Poli… https://t.co/A8BX4Te0Y7
5399,"@BeatTheFave I will continue to challenge my folk to address, with equal energy, police brutality and the crisis so… https://t.co/rEqHiCBsRW"
5400,@KevinMKruse This is an early denouncement of police brutality and a consideration of where it comes from. From Har… https://t.co/Kmynz4PgfO
5401,We should have a country full of nothing but black cops. These laws defending police brutality would change overnight.
5402,@JWTChelsea @ajplus It is true when you can look at the past tweets and you made no reference to Police brutality w… https://t.co/cjT1NFZSrq
5403,@rager74 @Hank_HlLL @JoceH @ErinBrockovich The Black Panther Party was organized to challenge police brutality and… https://t.co/liCV3fV46Z
5404,making a general post asking folks (especially nonblack folks) to please content warn things relating to police bru… https://t.co/UZ7o4yrE9Q
5405,"How many “bad apples” do there need to be before you chop down the  tree? - police brutality is systemic.
I could s… https://t.co/cmus3CnGBk"
5406,"tw// police brutality 

he was a child and you are fucking sick https://t.co/saiSc0e8sh"
5407,"Mass shooting , police brutality, and brunch 🥰 the earth is healing"
5408,"So start by dealing with your own police force, dumbass. They're routinely terrorizing and assaulting protestors th… https://t.co/kz8pTzuV4w"
5409,"tw // police brutality , shooting , racism

-
-
-
- https://t.co/71CYcDavuf"
5410,"Stop it!!!!!!
The killing
The mass shootings
The police brutality
The racism
Killing one another
Family members tal… https://t.co/BGlHde0JYI"
5411,WE NEED A VICTIM OF POLICE BRUTALITY DISNEY PRINCESS
5412,this exactly why i disliked LiS2 bro why you gotta open with some police brutality https://t.co/h8zHzWV4Yj
5413,More than 75 people gathered in Phoenix last night to call for police reform. Organizers said the goal of NOCAP is… https://t.co/25TtJfxalo
5414,"@TheDublinDon @Pdog119 @WuTang4Prez @AncapDawg The protest is about police brutality first, race 2nd.
Perhaps youre… https://t.co/p1I5yU3LfX"
5415,"TW // Police Brutality, Child Death, Racism, Guns
-
-
-
-
-
- https://t.co/s5gvGxmNxq"
5416,police brutality // child death  // murder // https://t.co/kTvGacFYbh
5417,"tw // police brutality, racism 

let it be known that the perceived threat of the police wasn’t an armed person, wa… https://t.co/pqunzOlR8w"
5418,the fact that they make all of these movies&amp;shows centered around police brutality&amp;people still act like they can't… https://t.co/oBxALItRpO
5419,"Kudos to @station19 and @GreysABC for tackling police brutality, protests, #COVID19 with sensitivity and heartfelt… https://t.co/d0XBFScEYl"
5420,Reach out to us at editors@orthodoxyindialogue.com if you would like to write on gun violence and/or police brutali… https://t.co/o5Sotq2pl7
5421,@JoeBiden Ban assault rifles and guns. I don’t wanna see another victim of police brutality and masa shootings anym… https://t.co/PEOnqFIVTA
5422,grown people on here are weird as fuck. not understanding how they continue to try and justify police brutality. li… https://t.co/dOG0NS2vWu
5423,"“at least 40% of police officers are domestic abusers, and sexual violence is the second most common form of police… https://t.co/xdHAwcnmF2"
5424,"Every day.......... 

Another “mass shooting”, “police brutality” incident. Cumala and Joe coming for pew pews.
https://t.co/jyU1b9xrd1"
5425,@insertuserelle i’m okay rn! a lot of the stuff getting spread isn’t about police brutality so i’m okay for rn. but… https://t.co/mfigID0406
5426,"tw  //  police brutality

a 13 year old boy.... u guys are fucking insane..... https://t.co/Pxi2K9e3eM"
5427,Super excited to see less Americans dying of Covid-19 and dying of police brutality and gun violence again. It real… https://t.co/fHk8PiaQei
5428,@JWTChelsea @ajplus while not acknowleging that police were killing more than just their use of a gun. The police a… https://t.co/Lg1whxQj61
5429,"tw // police brutality , murder https://t.co/zUNJwNBMvl"
5430,Y’all know how sad it is that I’m not surprised when I hear about a mass shooting or police brutality?
5431,"If you’re ProLife, then a colored person dying from police brutality, should get your blood boiling."
5432,@newsmax @BernardKerik And I hope there are also things included for police brutality or interruption in a peaceful… https://t.co/SczE0fbYJP
5433,"DerekChauvin might get acquitted. Its too many shootings and police brutality/cop murder, going on. Almost as if it… https://t.co/8UMPsOdQ0Z"
5434,All people with positional authority and decision-making power- you are failing your constituents and neighbors. So… https://t.co/QL7icrWXmD
5435,@ALANFAN44 You know citizens are stuck for the bills from lawsuits of police brutality. Millions are paid out yearl… https://t.co/TS6G1AbEPd
5436,"@geminijisoo // police brutality, gun https://t.co/hbYUlYfHWL"
5437,"tw // police brutality 
-
-
he was fucking 13 years old. if you’re defending that cop, hard block me right now. im not joking."
5438,"tw // police brutality , gun violence 

i’ve seen nothing about this on my tl &amp; just recently seen it on instagram… https://t.co/wNeukOpnvn"
5439,"If this doesn't smack you in the face as ""WE NEED POLICE REFORM NOW!!!"" You must be ok with racism, unjust murder a… https://t.co/n6YsMOxk3Z"
5440,"tw// police brutality 

you comply, you get shot. you don’t comply, you get shot. what the fuck are we supposed to… https://t.co/XAZ0s4gqFq"
5441,"police brutality gun death

guys please take a moment to at least be aware of what happened to Adam Toledo he was u… https://t.co/o4V4EuUtRV"
5442,"@astroblaccc To be fair, it's a different kind of prejudice. With Asian as well as Jewish prejudice, the hate is di… https://t.co/KHCwlCnwsQ"
5443,Why isn’t anyone getting on Biden about not coming out and speaking about these recent police brutality instances? #curious
5444,A lot to bed said about your social media associates who have everything to say about what’s going on in the world… https://t.co/mjLnGhKl05
5445,"@America if there is any accountability for the Police Brutality, Police Shooting of so-called @BlackPeople, Let's… https://t.co/idZY0guOIp"
5446,if u take the time to collect fake tweets to put before a textpost informing people abt police brutality ur so weird
5447,"tw // police brutality , death
.
.

he was 13.
he was complying.
and now he’s gone. 

(the go fund me in this threa… https://t.co/3KbNIdDAF4"
5448,@TSowell4prez @AnnCoulter Well BLM is indeed Soros funded. Do you really think Soros is losing sleep at night over… https://t.co/5qCO1aLseE
5449,a police brutality video game is just universally fucked up on like so many levels.
5450,how are so many of you just so silent about police brutality? like how does this not completely enrage you?
5451,Oof I am ON ONE today. Too much caffeine? Not enough water? IBS? Snow in April? Systemic racism? Police brutality? Idk which is it
5452,"@SethCotlar Honestly, whenever someone gets fired over police brutality complaints or municipal government corrupti… https://t.co/p0yD5qpXxQ"
5453,"@jenfrytalks You know what, no we can't ""agree to disagree"" anymore...not about systemic racism, police brutality,… https://t.co/TVo17rql1I"
5454,@noodlesandcrime @AlyssaStruggle @hideyourcoke I understand highly! I have no say in the gc name as I was a very la… https://t.co/Eh2Q2RenBo
5455,"From racially motivated police stops and brutality &amp; another murder of a unarmed black man, oh &amp; another black man… https://t.co/TMkKMfiRAi"
5456,"A selection of quotes from Bam Adebayo this afternoon, as the Heat prepare to play in Minneapolis tonight, a city t… https://t.co/opn4QxKf2p"
5457,@IamSunshine_s I hope that after watching the Derek Chauvin trial that many cops who practice police brutality are… https://t.co/Biy7vLJg5w
5458,"Here's another protest against police brutality, this one in Brooklyn, in memory of Adam Toledo. Organized by mexic… https://t.co/XcJWmOE5s5"
5459,"tw // gun violence , police brutality , shooting 

I feel so SO Sick. I'm so tired."
5460,"tw // gun violence , police brutality , shooting 

You have to be kidding me, I knew he was shot but he DIED?? https://t.co/jlHMILjvC0"
5461,"// police brutality , gun

twitter IS TOO QUIET ABOUT THIS. please spread and learn. the video is very brutal, plea… https://t.co/ReVtTVoMnH"
5462,"my respect for shanda rhimes📈 because she’s discussed , police brutality , domestic violence , homophobia , and racism im greys anatomy"
5463,Video game storylines about police brutality 😐
5464,@hewitson27 @iamcardib Lol you don't know what you're talking about. And this is about police brutality. We don't r… https://t.co/47RlerlWUf
5465,"Yall are so wierd for trying to ""debate"" a racist about police brutality and systemic racism. Same thing with argui… https://t.co/IsUCrLvjq9"
5466,"Cop brags about committing police brutality!

https://t.co/Dbwm3RIhmN"
5467,"// police brutality , gun violence 

I don't fucking care if he had a gun he dropped it and raised his hands in the… https://t.co/fvphguvNjP"
5468,"//shooting, death, police brutality 

A thread on information about #AdamToledo , what happened and more. 

Keep in… https://t.co/dxAWFID8UD"
5469,"tw// police brutality, death of a minor https://t.co/RGR4No90mS"
5470,@NBCNews Talking about Police Brutality on mostly colored people have been going on from the beginning of Time. So… https://t.co/7Y34rPGPdZ
5471,@Chaosman92 but tbh i don’t think focusing efforts on justifying the cops decision to shoot is more important that… https://t.co/pWK6InOHnC
5472,@StatikSelekt @nypost That examiner has a history of falsifying autopsy reports in Maryland particularly in cases o… https://t.co/TGofIFaFzN
5473,@leftwinggal Imagine calling a poc who is actively trying to bring awareness to police brutality and income inequal… https://t.co/szrNKXuS53
5474,"// racism , police brutality , child death , murder https://t.co/dW5xeA6x20"
5475,"ayooo I’m sick and tired of talking, seeing, thinking, writing about police brutality and their thousands of lame excuses"
5476,"TW: police brutality, domestic abuse 

How many times do we have to “find out” that cops fantasize about killing th… https://t.co/plcD1pyJZX"
5477,"@LisaKHannah @Angry_Staffer The truth is, these protest outside Minneapolis are very peaceful until the police show… https://t.co/Wr2RTBEC71"
5478,"@skizchu tw// murder, police brutality 

this https://t.co/1IaCYuE5ZI"
5479,"//police brutality, murder

the reason the cop shot and killed daunts wright is because she mistook her .6 pound ta… https://t.co/z34prHhegh"
5480,"tw // gun violence , police brutality

all i see is genshin rn i know yall excited but PLEASE acknowledge what happ… https://t.co/B5gbOe3Ngw"
5481,"@RajPC1 Like when people mention police brutality victims were criminals. Like, no one cares, you didn't need to put that there."
5482,"@TinseltownMayor @KT_Hamilton1969 @mehdirhasan @lfisher314 That's easy to say.... Dark alley, he cant see the gun a… https://t.co/HwRKqCklHv"
5483,"@AnalysisFreedom I agree. I think it’s better to pick “genre” (politics, religion etc) then straight up topics (pol… https://t.co/1Z4C4Qbqvg"
5484,@sasomiklic @FREDDIE_vS @alwaystheself I know about baby Jeremy because it happened in my state but in no way does… https://t.co/YuWrvGcyxY
5485,@call_me_Orlando @emmalangevinxo this is called crime what the police did is called brutality please bring your stupdidity somewhere else
5486,nonblacks really need to stop saying since no one talking about this in regards to police brutality i will round ho… https://t.co/8Y9IxgrtEl
5487,"Standing ovation for @GreysABC for last night's episode! There were so many points hit. From police brutality, raci… https://t.co/0jUzZXyBxQ"
5488,Funding terrorists should result in criminal prosecution ! Kelly should be behind bars not in a position of power w… https://t.co/daWzZCjc8U
5489,"Itchy trigger fingers, a young guy was shot &amp; killed over his own phone(allegedly on his own property). 
😭😭😭😭😭

Sto… https://t.co/D714l01CkG"
5490,It’s a every other day thing from police brutality to mass shootings .. we talk about for a few days and move on un… https://t.co/tYGCR0vz0P
5491,Drop False Charges Placed on Police Brutality Victim and Hold The Officers Accountable! - Sign the Petition!… https://t.co/mRxkksELaU
5492,"@TheCountryBoys @Pdog119 @WuTang4Prez @AncapDawg You're a segregationist, I'm not. When there is no evidence of rac… https://t.co/RP2kdYlLbV"
5493,i really dislike when someone who constantly says they’re not racist keeps acting like one. and then goes on to pos… https://t.co/L21WNSCNI6
